Approved symbol	Ensembl gene ID
CDK8P2	ENSG00000227368
CDK10	ENSG00000185324
CDK12	ENSG00000167258
CDK13	ENSG00000065883
CDK14	ENSG00000058091
CDK15	ENSG00000138395
CDK17	ENSG00000059758
CDK18	ENSG00000117266
CDK19	ENSG00000155111
CDK20	ENSG00000156345
CDKAL1	ENSG00000145996
CDKL1	ENSG00000100490
CDKL2	ENSG00000138769
CDKL3	ENSG00000006837
CDKL4	ENSG00000205111
CDKN1A	ENSG00000124762
CDKN1B	ENSG00000111276
CDKN2A	ENSG00000147889
CDKN2AIPNL	ENSG00000237190
CDKN2B	ENSG00000147883
CDKN2B-AS1	ENSG00000240498
CDKN2C	ENSG00000123080
CDKN3	ENSG00000100526
CDNF	ENSG00000185267
CDO1	ENSG00000129596
CDON	ENSG00000064309
CDR2	ENSG00000140743
CDR2L	ENSG00000109089
CDRT4	ENSG00000239704
CDRT7	ENSG00000259944
CDRT8	ENSG00000265163
CDS1	ENSG00000163624
CDS2	ENSG00000101290
CDSN	ENSG00000204539
CDT1	ENSG00000167513
CDV3	ENSG00000091527
CDX2	ENSG00000165556
CDYL	ENSG00000153046
CDYL2	ENSG00000166446
CDYLP1	ENSG00000224039
CEACAM1	ENSG00000079385
CEACAM3	ENSG00000170956
CEACAM4	ENSG00000105352
CEACAM5	ENSG00000105388
CEACAM6	ENSG00000086548
CEACAM7	ENSG00000007306
CEACAM8	ENSG00000124469
CEACAM16	ENSG00000213892
CEACAM18	ENSG00000213822
CEACAM19	ENSG00000186567
CEACAM20	ENSG00000273777
CEACAM21	ENSG00000007129
CEACAM22P	ENSG00000230666
CEACAMP1	ENSG00000233681
CEBPB-AS1	ENSG00000277449
CEBPG	ENSG00000153879
CEBPZ	ENSG00000115816
CEBPZOS	ENSG00000218739
CECR2	ENSG00000099954
CECR3	ENSG00000241832
CECR7	ENSG00000237438
CELA1	ENSG00000139610
CELA2A	ENSG00000142615
CELA2B	ENSG00000215704
CELA3B	ENSG00000219073
CELF1	ENSG00000149187
CELF2	ENSG00000048740
CELF2-AS1	ENSG00000181800
CELF2-AS2	ENSG00000237986
CELF2-DT	ENSG00000270111
CELF3	ENSG00000159409
CELF4	ENSG00000101489
CELF5	ENSG00000161082
CELF6	ENSG00000140488
CELSR1	ENSG00000075275
CELSR3	ENSG00000008300
CEMIP	ENSG00000103888
CEMIP2	ENSG00000135048
CENPA	ENSG00000115163
CENPBD1P1	ENSG00000213753
CENPC	ENSG00000145241
CENPCP1	ENSG00000226982
CENPE	ENSG00000138778
CENPF	ENSG00000117724
CENPH	ENSG00000153044
CENPIP1	ENSG00000224778
CENPJ	ENSG00000151849
CENPK	ENSG00000123219
CENPL	ENSG00000120334
CENPM	ENSG00000100162
CENPN	ENSG00000166451
CENPO	ENSG00000138092
CENPP	ENSG00000188312
CENPQ	ENSG00000031691
CENPS	ENSG00000175279
CENPS-CORT	ENSG00000251503
CENPT	ENSG00000102901
CENPU	ENSG00000151725
CENPUP1	ENSG00000255075
CENPV	ENSG00000166582
CENPW	ENSG00000203760
CEP19	ENSG00000174007
CEP41	ENSG00000106477
CEP44	ENSG00000164118
CEP55	ENSG00000138180
CEP57	ENSG00000166037
CEP57L1	ENSG00000183137
CEP63	ENSG00000182923
CEP68	ENSG00000011523
CEP70	ENSG00000114107
CEP72	ENSG00000112877
CEP76	ENSG00000101624
CEP78	ENSG00000148019
CEP83	ENSG00000173588
CEP83-DT	ENSG00000278916
CEP85	ENSG00000130695
CEP85L	ENSG00000111860
CEP89	ENSG00000121289
CEP95	ENSG00000258890
CEP97	ENSG00000182504
CEP104	ENSG00000116198
CEP112	ENSG00000154240
CEP120	ENSG00000168944
CEP126	ENSG00000110318
CEP128	ENSG00000100629
CEP131	ENSG00000141577
CEP135	ENSG00000174799
CEP152	ENSG00000103995
CEP162	ENSG00000135315
CEP164	ENSG00000110274
CEP164P1	ENSG00000226937
CEP170	ENSG00000143702
CEP170P1	ENSG00000154608
CEP192	ENSG00000101639
CEP250	ENSG00000126001
CEP290	ENSG00000198707
CEP295	ENSG00000166004
CEP350	ENSG00000135837
CEPT1	ENSG00000134255
CERK	ENSG00000100422
CERKL	ENSG00000188452
CERNA1	ENSG00000259577
CERS2	ENSG00000143418
CERS3	ENSG00000154227
CERS3-AS1	ENSG00000259430
CERS5	ENSG00000139624
CERS6	ENSG00000172292
CERS6-AS1	ENSG00000227617
CES1P2	ENSG00000260765
CES2	ENSG00000172831
CES3	ENSG00000172828
CES4A	ENSG00000172824
CES5A	ENSG00000159398
CETN3	ENSG00000153140
CETN4P	ENSG00000224786
CFAP20	ENSG00000070761
CFAP36	ENSG00000163001
CFAP43	ENSG00000197748
CFAP44	ENSG00000206530
CFAP44-AS1	ENSG00000243849
CFAP45	ENSG00000213085
CFAP52	ENSG00000166596
CFAP53	ENSG00000172361
CFAP54	ENSG00000188596
CFAP57	ENSG00000243710
CFAP58	ENSG00000120051
CFAP61	ENSG00000089101
CFAP65	ENSG00000181378
CFAP69	ENSG00000105792
CFAP70	ENSG00000156042
CFAP73	ENSG00000186710
CFAP77	ENSG00000188523
CFAP97	ENSG00000164323
CFAP97D1	ENSG00000231256
CFAP97D2	ENSG00000283361
CFAP99	ENSG00000206113
CFAP100	ENSG00000163885
CFAP126	ENSG00000188931
CFAP157	ENSG00000160401
CFAP161	ENSG00000156206
CFAP206	ENSG00000272514
CFAP221	ENSG00000163075
CFAP298	ENSG00000159079
CFAP299	ENSG00000197826
CFAP300	ENSG00000137691
CFB	ENSG00000243649
CFDP1	ENSG00000153774
CFH	ENSG00000000971
CFHR2	ENSG00000080910
CFHR3	ENSG00000116785
CFHR4	ENSG00000134365
CFHR5	ENSG00000134389
CFI	ENSG00000205403
CFL1	ENSG00000172757
CFL1P1	ENSG00000223820
CFL1P3	ENSG00000228056
CFL2	ENSG00000165410
CFLAR	ENSG00000003402
CFLAR-AS1	ENSG00000226312
CFTR	ENSG00000001626
CFTR-AS1	ENSG00000232661
CGA	ENSG00000135346
CGAS	ENSG00000164430
CGGBP1	ENSG00000163320
CGN	ENSG00000143375
CGNL1	ENSG00000128849
CGREF1	ENSG00000138028
CGRRF1	ENSG00000100532
CH25H	ENSG00000138135
CHAC1	ENSG00000128965
CHAC2	ENSG00000143942
CHAD	ENSG00000136457
CHADL	ENSG00000100399
CHAF1A	ENSG00000167670
CHAMP1	ENSG00000198824
CHAT	ENSG00000070748
CHCHD2	ENSG00000106153
CHCHD2P5	ENSG00000223490
CHCHD2P7	ENSG00000249973
CHCHD2P11	ENSG00000270809
CHCHD3	ENSG00000106554
CHCHD4	ENSG00000163528
CHCHD5	ENSG00000125611
CHCHD6	ENSG00000159685
CHCHD7	ENSG00000170791
CHD1	ENSG00000153922
CHD1L	ENSG00000131778
CHD2	ENSG00000173575
CHD3	ENSG00000170004
CHD4	ENSG00000111642
CHD6	ENSG00000124177
CHD7	ENSG00000171316
CHD8	ENSG00000100888
CHD9	ENSG00000177200
CHDH	ENSG00000016391
CHEK1	ENSG00000149554
CHEK2	ENSG00000183765
CHEK2P5	ENSG00000234541
CHERP	ENSG00000085872
CHFR	ENSG00000072609
CHGB	ENSG00000089199
CHI3L1	ENSG00000133048
CHI3L2	ENSG00000064886
CHIA	ENSG00000134216
CHIAP1	ENSG00000236040
CHIAP2	ENSG00000203878
CHIAP3	ENSG00000234020
CHIC2	ENSG00000109220
CHIT1	ENSG00000133063
CHKA	ENSG00000110721
CHL1	ENSG00000134121
CHL1-AS1	ENSG00000234661
CHL1-AS2	ENSG00000224318
CHML	ENSG00000203668
CHMP1AP1	ENSG00000226662
CHMP2B	ENSG00000083937
CHMP3	ENSG00000115561
CHMP4B	ENSG00000101421
CHMP4C	ENSG00000164695
CHMP5	ENSG00000086065
CHMP7	ENSG00000147457
CHN1	ENSG00000128656
CHN2	ENSG00000106069
CHODL	ENSG00000154645
CHODL-AS1	ENSG00000231755
CHORDC1	ENSG00000110172
CHP1	ENSG00000187446
CHP2	ENSG00000166869
CHPF	ENSG00000123989
CHPT1	ENSG00000111666
CHRAC1	ENSG00000104472
CHRDL2	ENSG00000054938
CHRM2	ENSG00000181072
CHRM3	ENSG00000133019
CHRM3-AS2	ENSG00000233355
CHRM4	ENSG00000180720
CHRM5	ENSG00000184984
CHRNA1	ENSG00000138435
CHRNA2	ENSG00000120903
CHRNA3	ENSG00000080644
CHRNA5	ENSG00000169684
CHRNA6	ENSG00000147434
CHRNA7	ENSG00000175344
CHRNA9	ENSG00000174343
CHRNA10	ENSG00000129749
CHRNB1	ENSG00000170175
CHRNB2	ENSG00000160716
CHRNB3	ENSG00000147432
CHRNB4	ENSG00000117971
CHRNE	ENSG00000108556
CHRNG	ENSG00000196811
CHST1	ENSG00000175264
CHST2	ENSG00000175040
CHST3	ENSG00000122863
CHST4	ENSG00000140835
CHST5	ENSG00000135702
CHST6	ENSG00000183196
CHST8	ENSG00000124302
CHST9	ENSG00000154080
CHST10	ENSG00000115526
CHST11	ENSG00000171310
CHST12	ENSG00000136213
CHST14	ENSG00000169105
CHST15	ENSG00000182022
CHSY1	ENSG00000131873
CHSY3	ENSG00000198108
CHTF8	ENSG00000168802
CHTOP	ENSG00000160679
CHUK	ENSG00000213341
CHURC1	ENSG00000258289
CHURC1-FNTB	ENSG00000125954
CIAO2A	ENSG00000166797
CIAO2B	ENSG00000166595
CIAPIN1	ENSG00000005194
CIAPIN1P	ENSG00000263846
CIART	ENSG00000159208
CIB1	ENSG00000185043
CIB2	ENSG00000136425
CIB4	ENSG00000157884
CIDEA	ENSG00000176194
CIDEB	ENSG00000136305
CIDEC	ENSG00000187288
CIDECP1	ENSG00000186162
CIITA	ENSG00000179583
CILP	ENSG00000138615
CILP2	ENSG00000160161
CINP	ENSG00000100865
CIP2A	ENSG00000163507
CIPC	ENSG00000198894
CISD1	ENSG00000122873
CISD1P1	ENSG00000213403
CISD2	ENSG00000145354
CISD3	ENSG00000277972
CISH	ENSG00000114737
CIT	ENSG00000122966
CITED2	ENSG00000164442
CKAP2	ENSG00000136108
CKAP2L	ENSG00000169607
CKAP4	ENSG00000136026
CKAP5	ENSG00000175216
CKB	ENSG00000166165
CKBP1	ENSG00000260889
CKLF	ENSG00000217555
CKLF-CMTM1	ENSG00000254788
CKM	ENSG00000104879
CKMT1B	ENSG00000237289
CKMT2	ENSG00000131730
CKMT2-AS1	ENSG00000247572
CLASP1	ENSG00000074054
CLASP2	ENSG00000163539
CLASRP	ENSG00000104859
CLBA1	ENSG00000140104
CLC	ENSG00000105205
CLCA1	ENSG00000016490
CLCA2	ENSG00000137975
CLCA3P	ENSG00000153923
CLCA4	ENSG00000016602
CLCA4-AS1	ENSG00000236915
CLCC1	ENSG00000121940
CLCF1	ENSG00000175505
CLCN1	ENSG00000188037
CLCN3	ENSG00000109572
CLCN3P1	ENSG00000232000
CLCN6	ENSG00000011021
CLCNKA	ENSG00000186510
CLDN1	ENSG00000163347
CLDN4	ENSG00000189143
CLDN5	ENSG00000184113
CLDN8	ENSG00000156284
CLDN10	ENSG00000134873
CLDN10-AS1	ENSG00000223392
CLDN11	ENSG00000013297
CLDN12	ENSG00000157224
CLDN14	ENSG00000159261
CLDN15	ENSG00000106404
CLDN16	ENSG00000113946
CLDN18	ENSG00000066405
CLDN19	ENSG00000164007
CLDN20	ENSG00000171217
CLDN23	ENSG00000253958
CLDN24	ENSG00000185758
CLDND1	ENSG00000080822
CLEC1A	ENSG00000150048
CLEC1B	ENSG00000165682
CLEC2A	ENSG00000188393
CLEC2D	ENSG00000069493
CLEC2L	ENSG00000236279
CLEC3A	ENSG00000166509
CLEC3B	ENSG00000163815
CLEC4A	ENSG00000111729
CLEC4C	ENSG00000198178
CLEC4D	ENSG00000166527
CLEC4F	ENSG00000152672
CLEC4M	ENSG00000104938
CLEC5A	ENSG00000258227
CLEC6A	ENSG00000205846
CLEC7A	ENSG00000172243
CLEC9A	ENSG00000197992
CLEC10A	ENSG00000132514
CLEC12A	ENSG00000172322
CLEC12A-AS1	ENSG00000231560
CLEC12B	ENSG00000256660
CLEC16A	ENSG00000038532
CLEC17A	ENSG00000187912
CLEC19A	ENSG00000261210
CLEC20A	ENSG00000188585
CLECL1	ENSG00000184293
CLGN	ENSG00000153132
CLHC1	ENSG00000162994
CLIC1	ENSG00000213719
CLIC1P1	ENSG00000231313
CLIC4	ENSG00000169504
CLIC4P1	ENSG00000236739
CLIC5	ENSG00000112782
CLIC6	ENSG00000159212
CLINT1	ENSG00000113282
CLIP1	ENSG00000130779
CLIP1-AS1	ENSG00000257097
CLIP2	ENSG00000106665
CLIP3	ENSG00000105270
CLIP4	ENSG00000115295
CLK1	ENSG00000013441
CLK2	ENSG00000176444
CLK3	ENSG00000179335
CLK3P2	ENSG00000226191
CLK4	ENSG00000113240
CLLU1	ENSG00000257127
CLLU1OS	ENSG00000205057
CLMAT3	ENSG00000249035
CLMN	ENSG00000165959
CLMP	ENSG00000166250
CLN3	ENSG00000188603
CLN5	ENSG00000102805
CLN6	ENSG00000128973
CLN8	ENSG00000182372
CLNK	ENSG00000109684
CLNS1A	ENSG00000074201
CLNS1AP1	ENSG00000213335
CLOCK	ENSG00000134852
CLP1	ENSG00000172409
CLPB	ENSG00000162129
CLPSL1	ENSG00000204140
CLPSL2	ENSG00000196748
CLPTM1	ENSG00000104853
CLPX	ENSG00000166855
CLRN1	ENSG00000163646
CLRN1-AS1	ENSG00000239265
CLRN2	ENSG00000249581
CLRN3	ENSG00000180745
CLSPN	ENSG00000092853
CLSTN2	ENSG00000158258
CLSTN2-AS1	ENSG00000250433
CLSTN3	ENSG00000139182
CLTA	ENSG00000122705
CLTC	ENSG00000141367
CLTCL1	ENSG00000070371
CLU	ENSG00000120885
CLUAP1	ENSG00000103351
CLUHP3	ENSG00000131797
CLUHP6	ENSG00000265279
CLUL1	ENSG00000079101
CLVS1	ENSG00000177182
CLVS2	ENSG00000146352
CLYBL	ENSG00000125246
CLYBL-AS2	ENSG00000227659
CMA1	ENSG00000092009
CMAHP	ENSG00000168405
CMAS	ENSG00000111726
CMC1	ENSG00000187118
CMC2	ENSG00000103121
CMIP	ENSG00000153815
CMKLR1	ENSG00000174600
CMPK1	ENSG00000162368
CMPK2	ENSG00000134326
CMSS1	ENSG00000184220
CMTM1	ENSG00000089505
CMTM2	ENSG00000140932
CMTM3	ENSG00000140931
CMTM4	ENSG00000183723
CMTM6	ENSG00000091317
CMTM7	ENSG00000153551
CMTM8	ENSG00000170293
CMTR1	ENSG00000137200
CMTR2	ENSG00000180917
CMYA5	ENSG00000164309
CNBD1	ENSG00000176571
CNBD2	ENSG00000149646
CNBP	ENSG00000169714
CNDP1	ENSG00000150656
CNDP2	ENSG00000133313
CNEP1R1	ENSG00000205423
CNGA1	ENSG00000198515
CNGA3	ENSG00000144191
CNGA4	ENSG00000132259
CNGB1	ENSG00000070729
CNGB3	ENSG00000170289
CNIH1	ENSG00000100528
CNIH2	ENSG00000174871
CNIH3	ENSG00000143786
CNIH4	ENSG00000143771
CNKSR1	ENSG00000142675
CNKSR3	ENSG00000153721
CNMD	ENSG00000136110
CNN1	ENSG00000130176
CNN2P9	ENSG00000213149
CNN2P10	ENSG00000232223
CNN3	ENSG00000117519
CNN3P1	ENSG00000218868
CNNM1	ENSG00000119946
CNNM2	ENSG00000148842
CNNM3	ENSG00000168763
CNNM4	ENSG00000158158
CNOT1	ENSG00000125107
CNOT2	ENSG00000111596
CNOT4	ENSG00000080802
CNOT6	ENSG00000113300
CNOT6L	ENSG00000138767
CNOT7	ENSG00000198791
CNOT8	ENSG00000155508
CNOT9	ENSG00000144580
CNOT10	ENSG00000182973
CNOT10-AS1	ENSG00000251224
CNOT11	ENSG00000158435
CNP	ENSG00000173786
CNPPD1	ENSG00000115649
CNPY1	ENSG00000146910
CNPY2	ENSG00000257727
CNPY3	ENSG00000137161
CNPY4	ENSG00000166997
CNR1	ENSG00000118432
CNR2	ENSG00000188822
CNRIP1	ENSG00000119865
CNST	ENSG00000162852
CNTD1	ENSG00000176563
CNTD2	ENSG00000105219
CNTF	ENSG00000242689
CNTFR	ENSG00000122756
CNTFR-AS1	ENSG00000237159
CNTLN	ENSG00000044459
CNTN1	ENSG00000018236
CNTN2	ENSG00000184144
CNTN3	ENSG00000113805
CNTN4	ENSG00000144619
CNTN4-AS1	ENSG00000237990
CNTN4-AS2	ENSG00000227588
CNTN5	ENSG00000149972
CNTN6	ENSG00000134115
CNTNAP1	ENSG00000108797
CNTNAP2	ENSG00000174469
CNTNAP4	ENSG00000152910
CNTNAP5	ENSG00000155052
CNTRL	ENSG00000119397
CNTROB	ENSG00000170037
COA1	ENSG00000106603
COA3	ENSG00000183978
COA4	ENSG00000181924
COA5	ENSG00000183513
COA6	ENSG00000168275
COA7	ENSG00000162377
COASY	ENSG00000068120
COBL	ENSG00000106078
COBLL1	ENSG00000082438
COCH	ENSG00000100473
COG1	ENSG00000166685
COG2	ENSG00000135775
COG3	ENSG00000136152
COG4	ENSG00000103051
COG5	ENSG00000164597
COG6	ENSG00000133103
COG7	ENSG00000168434
COG8	ENSG00000213380
COL1A1	ENSG00000108821
COL1A2	ENSG00000164692
COL2A1	ENSG00000139219
COL3A1	ENSG00000168542
COL4A1	ENSG00000187498
COL4A2	ENSG00000134871
COL4A2-AS1	ENSG00000232814
COL4A2-AS2	ENSG00000224821
COL4A3	ENSG00000169031
COL4A3BP	ENSG00000113163
COL4A4	ENSG00000081052
COL5A1	ENSG00000130635
COL5A2	ENSG00000204262
COL5A3	ENSG00000080573
COL6A3	ENSG00000163359
COL6A4P1	ENSG00000230524
COL6A4P2	ENSG00000228252
COL6A5	ENSG00000172752
COL6A6	ENSG00000206384
COL7A1	ENSG00000114270
COL8A1	ENSG00000144810
COL8A2	ENSG00000171812
COL9A1	ENSG00000112280
COL9A2	ENSG00000049089
COL9A3	ENSG00000092758
COL10A1	ENSG00000123500
COL11A1	ENSG00000060718
COL11A2	ENSG00000204248
COL11A2P1	ENSG00000228688
COL12A1	ENSG00000111799
COL13A1	ENSG00000197467
COL14A1	ENSG00000187955
COL15A1	ENSG00000204291
COL16A1	ENSG00000084636
COL17A1	ENSG00000065618
COL18A1	ENSG00000182871
COL19A1	ENSG00000082293
COL20A1	ENSG00000101203
COL21A1	ENSG00000124749
COL22A1	ENSG00000169436
COL23A1	ENSG00000050767
COL24A1	ENSG00000171502
COL25A1	ENSG00000188517
COL26A1	ENSG00000160963
COL27A1	ENSG00000196739
COL28A1	ENSG00000215018
COLCA1	ENSG00000196167
COLCA2	ENSG00000214290
COLEC10	ENSG00000184374
COLEC11	ENSG00000118004
COLEC12	ENSG00000158270
COLGALT1	ENSG00000130309
COLGALT2	ENSG00000198756
COLQ	ENSG00000206561
COMMD1	ENSG00000173163
COMMD2	ENSG00000114744
COMMD3	ENSG00000148444
COMMD3-BMI1	ENSG00000269897
COMMD4	ENSG00000140365
COMMD5	ENSG00000170619
COMMD6	ENSG00000188243
COMMD7	ENSG00000149600
COMMD8	ENSG00000169019
COMMD9	ENSG00000110442
COMMD10	ENSG00000145781
COP1	ENSG00000143207
COPA	ENSG00000122218
COPB1	ENSG00000129083
COPB2	ENSG00000184432
COPG1	ENSG00000181789
COPG2	ENSG00000158623
COPRS	ENSG00000172301
COPS2	ENSG00000166200
COPS3	ENSG00000141030
COPS4	ENSG00000138663
COPS5	ENSG00000121022
COPS6	ENSG00000168090
COPS7A	ENSG00000111652
COPS7B	ENSG00000144524
COPS8	ENSG00000198612
COPS9	ENSG00000172428
COPZ1	ENSG00000111481
COPZ2	ENSG00000005243
COQ2	ENSG00000173085
COQ3	ENSG00000132423
COQ4	ENSG00000167113
COQ5	ENSG00000110871
COQ6	ENSG00000119723
COQ7	ENSG00000167186
COQ8A	ENSG00000163050
COQ8B	ENSG00000123815
COQ9	ENSG00000088682
COQ10B	ENSG00000115520
CORIN	ENSG00000145244
CORO1B	ENSG00000172725
CORO1C	ENSG00000110880
CORO2A	ENSG00000106789
CORO2B	ENSG00000103647
CORO6	ENSG00000167549
CORO7	ENSG00000262246
CORO7-PAM16	ENSG00000103426
CORT	ENSG00000241563
COTL1	ENSG00000103187
COX4I1	ENSG00000131143
COX4I1P1	ENSG00000258956
COX4I1P2	ENSG00000228869
COX4I2	ENSG00000131055
COX5A	ENSG00000178741
COX6A2	ENSG00000156885
COX6B1P1	ENSG00000234565
COX6B1P5	ENSG00000249047
COX6B1P7	ENSG00000225242
COX6C	ENSG00000164919
COX6CP2	ENSG00000231715
COX6CP4	ENSG00000270500
COX6CP5	ENSG00000254642
COX7A2	ENSG00000112695
COX7A2L	ENSG00000115944
COX7B2	ENSG00000170516
COX8A	ENSG00000176340
COX10	ENSG00000006695
COX10-AS1	ENSG00000236088
COX11	ENSG00000166260
COX11P1	ENSG00000231162
COX14	ENSG00000178449
COX15	ENSG00000014919
COX16	ENSG00000133983
COX17	ENSG00000138495
COX18	ENSG00000163626
COX20	ENSG00000203667
CP	ENSG00000047457
CPA1	ENSG00000091704
CPA2	ENSG00000158516
CPA3	ENSG00000163751
CPA4	ENSG00000128510
CPA5	ENSG00000158525
CPA6	ENSG00000165078
CPAMD8	ENSG00000160111
CPB1	ENSG00000153002
CPB2	ENSG00000080618
CPB2-AS1	ENSG00000235903
CPD	ENSG00000108582
CPE	ENSG00000109472
CPEB1	ENSG00000214575
CPEB1-AS1	ENSG00000259462
CPEB2	ENSG00000137449
CPEB2-DT	ENSG00000247624
CPEB3	ENSG00000107864
CPEB4	ENSG00000113742
CPED1	ENSG00000106034
CPHL1P	ENSG00000240216
CPLANE1	ENSG00000197603
CPLANE2	ENSG00000132881
CPLX1	ENSG00000168993
CPLX2	ENSG00000145920
CPLX3	ENSG00000213578
CPLX4	ENSG00000166569
CPM	ENSG00000135678
CPN1	ENSG00000120054
CPN2	ENSG00000178772
CPNE1	ENSG00000214078
CPNE2	ENSG00000140848
CPNE3	ENSG00000085719
CPNE4	ENSG00000196353
CPNE5	ENSG00000124772
CPNE7	ENSG00000178773
CPNE8	ENSG00000139117
CPNE8-AS1	ENSG00000257718
CPO	ENSG00000144410
CPOX	ENSG00000080819
CPPED1	ENSG00000103381
CPQ	ENSG00000104324
CPS1	ENSG00000021826
CPS1-IT1	ENSG00000280837
CPSF1P1	ENSG00000214076
CPSF2	ENSG00000165934
CPSF3	ENSG00000119203
CPSF4	ENSG00000160917
CPSF4L	ENSG00000187959
CPSF6	ENSG00000111605
CPSF7	ENSG00000149532
CPT1A	ENSG00000110090
CPT1C	ENSG00000169169
CPT2	ENSG00000157184
CPVL	ENSG00000106066
CPXM1	ENSG00000088882
CPXM2	ENSG00000121898
CR1	ENSG00000203710
CR1L	ENSG00000197721
CR2	ENSG00000117322
CRACR2A	ENSG00000130038
CRADD	ENSG00000169372
CRAMP1	ENSG00000007545
CRAT	ENSG00000095321
CRB1	ENSG00000134376
CRBN	ENSG00000113851
CRCP	ENSG00000241258
CRCT1	ENSG00000169509
CREB1	ENSG00000118260
CREB3	ENSG00000107175
CREB3L1	ENSG00000157613
CREB3L2	ENSG00000182158
CREB3L4	ENSG00000143578
CREB5	ENSG00000146592
CREBBP	ENSG00000005339
CREBL2	ENSG00000111269
CREBRF	ENSG00000164463
CREBZF	ENSG00000137504
CREG1	ENSG00000143162
CREG2	ENSG00000175874
CRELD1	ENSG00000163703
CREM	ENSG00000095794
CRH	ENSG00000147571
CRHBP	ENSG00000145708
CRHR1	ENSG00000120088
CRHR2	ENSG00000106113
CRIM1	ENSG00000150938
CRIP3	ENSG00000146215
CRIPT	ENSG00000119878
CRISP1	ENSG00000124812
CRISP2	ENSG00000124490
CRISP3	ENSG00000096006
CRISPLD1	ENSG00000121005
CRISPLD2	ENSG00000103196
CRK	ENSG00000167193
CRKL	ENSG00000099942
CRLF1	ENSG00000006016
CRLF3	ENSG00000176390
CRLS1	ENSG00000088766
CRMP1	ENSG00000072832
CRNDE	ENSG00000245694
CRNKL1	ENSG00000101343
CRNN	ENSG00000143536
CROCC	ENSG00000058453
CROCC2	ENSG00000226321
CROCCP3	ENSG00000080947
CROT	ENSG00000005469
CRP	ENSG00000132693
CRPP1	ENSG00000223603
CRPPA	ENSG00000214960
CRPPA-AS1	ENSG00000229688
CRTAC1	ENSG00000095713
CRTAM	ENSG00000109943
CRTAP	ENSG00000170275
CRTC1	ENSG00000105662
CRTC2	ENSG00000160741
CRTC3	ENSG00000140577
CRTC3-AS1	ENSG00000259736
CRX	ENSG00000105392
CRY1	ENSG00000008405
CRY2	ENSG00000121671
CRYAB	ENSG00000109846
CRYBA1	ENSG00000108255
CRYBA4	ENSG00000196431
CRYBB1	ENSG00000100122
CRYBB2	ENSG00000244752
CRYBB2P1	ENSG00000100058
CRYBB3	ENSG00000100053
CRYBG1	ENSG00000112297
CRYBG2	ENSG00000176092
CRYBG3	ENSG00000080200
CRYGA	ENSG00000168582
CRYGB	ENSG00000182187
CRYGC	ENSG00000163254
CRYGD	ENSG00000118231
CRYGEP	ENSG00000229150
CRYGFP	ENSG00000232799
CRYGN	ENSG00000127377
CRYGS	ENSG00000213139
CRYL1	ENSG00000165475
CRYM	ENSG00000103316
CRYM-AS1	ENSG00000189149
CRYZ	ENSG00000116791
CRYZL1	ENSG00000205758
CRYZL2P	ENSG00000242193
CRYZL2P-SEC16B	ENSG00000254154
CRYZP2	ENSG00000250293
CS	ENSG00000062485
CSAD	ENSG00000139631
CSDC2	ENSG00000172346
CSDE1	ENSG00000009307
CSE1L	ENSG00000124207
CSE1L-AS1	ENSG00000227431
CSF1	ENSG00000184371
CSF1R	ENSG00000182578
CSF2	ENSG00000164400
CSF2RB	ENSG00000100368
CSF2RBP1	ENSG00000232254
CSF3	ENSG00000108342
CSF3R	ENSG00000119535
CSGALNACT1	ENSG00000147408
CSGALNACT2	ENSG00000169826
CSHL1	ENSG00000204414
CSK	ENSG00000103653
CSMD1	ENSG00000183117
CSMD2	ENSG00000121904
CSMD2-AS1	ENSG00000231163
CSMD3	ENSG00000164796
CSN1S1	ENSG00000126545
CSN1S2AP	ENSG00000234124
CSN2	ENSG00000135222
CSN3	ENSG00000171209
CSNK1A1	ENSG00000113712
CSNK1A1L	ENSG00000180138
CSNK1A1P1	ENSG00000223518
CSNK1G1	ENSG00000169118
CSNK1G3	ENSG00000151292
CSNK2A1	ENSG00000101266
CSNK2A2	ENSG00000070770
CSNK2A3	ENSG00000254598
CSNK2B	ENSG00000204435
CSNKA2IP	ENSG00000283434
CSPG5	ENSG00000114646
CSPP1	ENSG00000104218
CSRNP1	ENSG00000144655
CSRNP2	ENSG00000110925
CSRNP3	ENSG00000178662
CSRP1	ENSG00000159176
CSRP2	ENSG00000175183
CSRP3	ENSG00000129170
CST1	ENSG00000170373
CST3	ENSG00000101439
CST5	ENSG00000170367
CST6	ENSG00000175315
CST7	ENSG00000077984
CST8	ENSG00000125815
CST9	ENSG00000173335
CST9L	ENSG00000101435
CST9LP1	ENSG00000204662
CST9LP2	ENSG00000204658
CST11	ENSG00000125831
CST12P	ENSG00000226344
CST13P	ENSG00000204663
CSTA	ENSG00000121552
CSTB	ENSG00000160213
CSTF1	ENSG00000101138
CSTF2T	ENSG00000177613
CSTF3	ENSG00000176102
CSTF3-DT	ENSG00000247151
CSTL1	ENSG00000125823
CSTP1	ENSG00000228476
CSTP2	ENSG00000277975
CT62	ENSG00000225362
CTAGE7P	ENSG00000233122
CTAGE11P	ENSG00000214249
CTAGE12P	ENSG00000215441
CTAGE16P	ENSG00000214335
CTBP2	ENSG00000175029
CTBP2P2	ENSG00000235746
CTBP2P3	ENSG00000267153
CTBP2P5	ENSG00000214602
CTBP2P8	ENSG00000234383
CTBS	ENSG00000117151
CTC1	ENSG00000178971
CTCF	ENSG00000102974
